INFO:root:Application Started
INFO:tornado.access:304 GET / (127.0.0.1) 19.45ms
INFO:tornado.access:304 GET /static/css/bootstrap.min.css?v=ec3bb52a00e176a7181d454dffaea219 (127.0.0.1) 5.56ms
INFO:tornado.access:304 GET /static/js/jquery.min.js?v=e071abda8fe61194711cfc2ab99fe104 (127.0.0.1) 1.57ms
INFO:tornado.access:304 GET /static/css/react-grid-layout-styles.css?v=7dc8934d2f9ac5303b8f0bb1148152a0 (127.0.0.1) 0.98ms
INFO:tornado.access:304 GET /static/js/react-react.min.js?v=bca103da5b5404d93783ccf73e0e9d1e (127.0.0.1) 0.60ms
INFO:tornado.access:304 GET /static/js/mathjax-MathJax.js?v=49565b9ce89c64da075a5a39969b366e (127.0.0.1) 0.60ms
INFO:tornado.access:304 GET /static/js/plotly-plotly.min.js?v=bf5e3bb886fbbf2efc30244cf08df7d2 (127.0.0.1) 0.61ms
INFO:tornado.access:304 GET /static/js/react-dom.min.js?v=950495cc51ccb90612cf0fe0bb44f8f3 (127.0.0.1) 0.63ms
INFO:tornado.access:304 GET /static/js/bootstrap.min.js?v=5869c96cc8f19086aee625d670d741f9 (127.0.0.1) 0.79ms
INFO:tornado.access:304 GET /static/js/main.js?v=124cf8f8086c9ff5a483f87179d1ea8d (127.0.0.1) 0.78ms
INFO:tornado.access:304 GET /static/css/style.css?v=fea4bc2a2e852e7674df8cd9764c5c69 (127.0.0.1) 0.71ms
INFO:tornado.access:304 GET /static/fonts/layout_bin_packer?v=6c46683ed70fbb1443caf3531243836d (127.0.0.1) 0.72ms
INFO:tornado.access:304 GET /static/css/react-resizable-styles.css?v=9f91a8dbf4d8f7ef1399e625660405f4 (127.0.0.1) 0.42ms
INFO:tornado.access:101 GET /socket (127.0.0.1) 1.36ms
INFO:root:Opened new socket from ip: 127.0.0.1
WARNING:tornado.access:404 GET /favicon.ico (127.0.0.1) 1.06ms
INFO:tornado.access:200 POST /env/main (127.0.0.1) 1.29ms
INFO:tornado.access:200 POST /env/main (127.0.0.1) 1.15ms
INFO:tornado.access:304 GET /extensions/MathMenu.js?V=2.7.1 (127.0.0.1) 3.62ms
INFO:tornado.access:304 GET /extensions/MathZoom.js?V=2.7.1 (127.0.0.1) 5.12ms
INFO:tornado.access:304 GET / (127.0.0.1) 4.30ms
INFO:tornado.access:304 GET /static/css/bootstrap.min.css?v=ec3bb52a00e176a7181d454dffaea219 (127.0.0.1) 0.65ms
INFO:tornado.access:304 GET /static/css/react-grid-layout-styles.css?v=7dc8934d2f9ac5303b8f0bb1148152a0 (127.0.0.1) 0.47ms
INFO:tornado.access:304 GET /static/js/jquery.min.js?v=e071abda8fe61194711cfc2ab99fe104 (127.0.0.1) 0.42ms
INFO:tornado.access:304 GET /static/js/bootstrap.min.js?v=5869c96cc8f19086aee625d670d741f9 (127.0.0.1) 0.39ms
INFO:tornado.access:304 GET /static/css/react-resizable-styles.css?v=9f91a8dbf4d8f7ef1399e625660405f4 (127.0.0.1) 0.38ms
